week,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,lifetime_1,lifetime_2,courier,PC1,PC2,flag,train
0.3143216672071469,1.703905997862147,-0.39479650969233665,-0.048255531355172514,-1.0674774533652187,1.0674611760310688,4.745942271009078,1.8822221887377646,-0.5248062806881768,1.4100995718020564,0.14609805249236205,-0.18432414259146035,-0.3932202382410491,0.7151014139161472,1.2872474566152134,0.0182856963696509,-0.13932474706534942,-0.7623799602654343,-0.6434405890841507,-0.2653720765036942,364929.0,-0.03593847202401238,0.6842915254571027,1,1
-1.0179852594181957,1.2152120984788557,0.11010460719858137,0.11520805470238277,-0.5888333104257107,0.5888181622593046,1.0826292398973696,0.04693140012295496,-1.1713389691042366,-0.17247567032665118,0.014586643219395472,0.06112583452042545,-0.03355827782174219,-0.7406153071839114,0.06783547612993962,-0.5658658326270071,1.2050368474248656,0.12319544914014852,-0.6434405890841507,-0.4297354121760273,467955.0,-0.054469198784468736,0.7761885460971143,0,1
-1.46208756829331,0.48217124940391914,0.3204800725697972,0.3113643579714491,0.4503100607675978,-0.4503227574944694,-0.5322757199165575,1.6246375166514755,0.9988118558592379,-0.21072304279943777,1.241543406229163,1.452009038154445,0.41742761543539225,0.38217381535364925,0.09992526509007818,0.9013644994102517,1.2050368474248656,0.20370230454065605,-0.6434405890841507,1.2138979445473035,504021.0,-1.1805507250718452,-0.09593608483361003,0,1
0.3143216672071469,0.8486916739413876,-0.01612067202414814,0.08251533749087171,0.8803961022494745,-0.8804077843618509,0.03937436431788268,2.2164689656116394,1.4356491341146962,0.29948247301679376,0.4907926184700698,0.224759152595016,-0.2056665375269464,0.3705620471757602,0.2526488903262946,1.6789062609126264,1.2050368474248656,-0.3598456832628967,0.5838026530214959,1.7891696194004691,503637.0,-0.923603276484761,-1.4461943379245001,1,1
-1.0179852594181957,-0.006522649979372031,-0.8996976265832547,-0.6694171583738826,1.3812382344267566,-1.3812487350041902,-0.5322757199165575,-0.10945929364372067,-1.14010641330275,-0.30381570410112657,-0.11308572223849281,-0.9206740739271178,-0.5690176387385543,-1.1201900744143083,-0.1734321964222155,0.35450343774537085,-0.811505544310457,-0.3598456832628967,0.5838026530214959,0.9673529410388038,333723.0,0.10779062733462008,-1.0268625851267779,1,1
0.7584239760822611,0.11565082486645076,0.4046302587182835,0.5075206612405154,-0.07689218362954134,0.07687824318167755,-0.207900542528577,0.08372921042099624,-1.6321132764125756,0.2720598286023426,0.2572049130382191,0.7974757658560828,-0.760798055822824,-1.385104694826265,0.3810080461668495,-0.31307799272424264,-0.13932474706534942,1.1697845693467464,0.5838026530214959,-0.34755374433986075,480308.0,0.053215441386107884,-0.29503253254021344,0,1
-0.5738829505430816,-0.2508695996710176,-0.8996976265832547,-0.8655734616429489,-1.0674774533652187,1.0674611760310688,-0.5322757199165575,-0.4636382177623681,-1.1472038599475394,1.303295588293142,0.10508761980993155,-0.9206740739271178,0.25478111814917226,-1.1503387478767815,0.33822166088666455,0.26090880703175784,-0.811505544310457,-0.6013662494644192,0.5838026530214959,-0.7584620835206934,517018.0,1.2831509328262298,-0.1108807642095029,0,1
0.3143216672071469,-0.12869612482519482,0.48878044486676986,0.6382915300865597,0.43227419451190624,-0.4322869337871264,-0.5322757199165575,0.025466010782430677,0.5716959114892028,-0.42433100981726574,-0.22910374141709863,0.7156591068187875,0.16099608223749381,-0.13005194144269147,-0.12648602368423456,0.45738308931544724,1.2050368474248656,-0.19883197246188158,-0.6434405890841507,-0.2653720765036942,455508.0,-0.5277092697334899,0.7018586162581245,0,1
-0.5738829505430816,0.48217124940391914,0.025954421050095027,-0.015562814143661455,2.27193255259245,-2.271940951935996,-0.5322757199165575,0.40877653472036096,-1.2129633726548221,-1.3884534555463828,-1.2636345207975415,-0.3479574606660509,-1.9370725460555505,-1.3606820697531623,-0.8015601025493762,-0.4973904248350819,-0.13932474706534942,1.3307982801477614,0.5838026530214959,1.29607961238347,121755.0,-0.5576776301580064,-1.1855607824053411,0,1
-0.12978064166796732,0.6654314616726533,0.3625551656440404,1.2594531571052698,-0.17262101221744297,0.17260684593603068,-0.28812297098482625,1.462113854501793,0.2890230451728065,0.18907024682176782,-1.0390071704063453,0.224759152595016,0.08144743375358296,-0.23428837836583846,0.37744251406016716,0.9434588056546811,0.5328560501797581,-0.11832511706137407,-0.6434405890841507,0.14553626267713846,259996.0,-1.2190386493965655,0.49846670085962835,0,1
